keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
microwave oven convection,Boat microwave oven convection Model 727,16473.0,3.9,4296,croma,free delivery,Boat,Premium,32.626122296722485,16473.0,0
microwave oven convection,Boat microwave oven convection Model 306,16492.0,2.6,4233,reliance digital,5 days,Boat,Premium,21.712346374406508,16492.0,0
microwave oven convection,LG microwave oven convection Model 538,16690.0,4.3,3962,reliance digital,5 days,LG,Premium,35.62445335071887,16690.0,0
microwave oven convection,Samsung microwave oven convection Model 702,16855.0,3.4,1687,amazon,free delivery,Samsung,Premium,25.26641889553007,16855.0,0
men running shoes,Philips men running shoes Model 197,16859.0,2.9,3991,amazon,5 days,Philips,Premium,24.046938148550925,16859.0,0
power bank fast charging,LG power bank fast charging Model 347,16861.0,4.4,1826,croma,2 days,LG,Premium,33.04589444806323,16861.0,0
microwave oven convection,Samsung microwave oven convection Model 354,16888.0,2.9,1267,reliance digital,5 days,Samsung,Premium,20.721068791491795,16888.0,0
power bank fast charging,Sony power bank fast charging Model 298,16898.0,4.2,4324,reliance digital,free delivery,Sony,Premium,35.16310316133711,16898.0,0
air fryer India,LG air fryer India Model 921,16964.0,2.7,4354,reliance digital,2 days,LG,Premium,22.623515701073828,16964.0,0
men running shoes,Boat men running shoes Model 933,16984.0,3.5,4626,reliance digital,5 days,Boat,Premium,29.5388239611745,16984.0,0
men running shoes,Dell men running shoes Model 338,16984.0,4.8,541,reliance digital,5 days,Dell,Premium,30.217276806910302,16984.0,0
air fryer India,Philips air fryer India Model 360,17016.0,3.5,2921,reliance digital,free delivery,Philips,Premium,27.930082573087258,17016.0,0
air fryer India,Nike air fryer India Model 258,17028.0,3.0,3583,flipkart,5 days,Nike,Premium,24.552704322284463,17028.0,0
air fryer India,LG air fryer India Model 774,17078.0,3.2,2604,croma,5 days,LG,Premium,25.168601453399898,17078.0,0
office chair ergonomic,Sony office chair ergonomic Model 865,17134.0,3.5,2274,amazon,free delivery,Sony,Premium,27.054073659847678,17134.0,0
power bank fast charging,Boat power bank fast charging Model 295,17152.0,3.9,1879,flipkart,free delivery,Boat,Premium,29.40220551771358,17152.0,0
men running shoes,Sony men running shoes Model 146,17182.0,3.5,500,amazon,free delivery,Sony,Premium,21.758121353797026,17182.0,0
air fryer India,Nike air fryer India Model 948,17183.0,2.7,130,croma,2 days,Nike,Premium,13.16303277264311,17183.0,0
men running shoes,Sony men running shoes Model 584,17198.0,4.1,2426,croma,5 days,Sony,Premium,31.95708594347906,17198.0,0
men running shoes,HP men running shoes Model 660,17198.0,4.1,1332,croma,5 days,HP,Premium,29.500268012732704,17198.0,0
men running shoes,Nike men running shoes Model 617,17198.0,3.8,3865,croma,5 days,Nike,Premium,31.387907507119447,17198.0,0
men running shoes,Samsung men running shoes Model 188,17198.0,3.6,4555,croma,5 days,Samsung,Premium,30.32712116844146,17198.0,0
men running shoes,LG men running shoes Model 990,17198.0,4.0,1413,croma,5 days,LG,Premium,29.01671138582607,17198.0,0
men running shoes,LG men running shoes Model 853,17198.0,2.8,1611,croma,5 days,LG,Premium,20.678646584586403,17198.0,0
men running shoes,Nike men running shoes Model 858,17198.0,3.7,2110,croma,5 days,Nike,Premium,28.323193077038788,17198.0,0
microwave oven convection,Boat microwave oven convection Model 347,17219.0,4.9,4143,reliance digital,5 days,Boat,Premium,40.81414224130267,17219.0,0
microwave oven convection,HP microwave oven convection Model 932,17219.0,3.7,4405,reliance digital,5 days,HP,Premium,31.04567335124047,17219.0,0
microwave oven convection,Sony microwave oven convection Model 340,17219.0,4.3,4487,reliance digital,5 days,Sony,Premium,36.15939852297089,17219.0,0
microwave oven convection,Nike microwave oven convection Model 591,17219.0,2.7,3821,reliance digital,5 days,Nike,Premium,22.27102863696059,17219.0,0
men running shoes,Samsung men running shoes Model 540,17273.0,3.6,561,croma,free delivery,Samsung,Premium,22.793406659617286,17273.0,0
office chair ergonomic,Boat office chair ergonomic Model 505,17335.0,4.9,2038,croma,free delivery,Boat,Premium,37.33905237581483,17335.0,0
microwave oven convection,Puma microwave oven convection Model 380,17378.0,4.6,4702,flipkart,5 days,Puma,Premium,38.89739705694722,17378.0,0
microwave oven convection,Dell microwave oven convection Model 797,17378.0,3.7,3318,flipkart,5 days,Dell,Premium,29.997449603363904,17378.0,0
microwave oven convection,Philips microwave oven convection Model 955,17378.0,4.3,4330,flipkart,5 days,Philips,Premium,36.006281087222895,17378.0,0
power bank fast charging,LG power bank fast charging Model 629,17478.0,3.8,835,reliance digital,2 days,LG,Premium,25.568788729721867,17478.0,0
office chair ergonomic,Boat office chair ergonomic Model 149,17627.0,3.6,2289,amazon,2 days,Boat,Premium,27.850705547573828,17627.0,0
office chair ergonomic,Samsung office chair ergonomic Model 401,17691.0,4.1,4739,flipkart,2 days,Samsung,Premium,34.7015489002254,17691.0,0
office chair ergonomic,Philips office chair ergonomic Model 257,17699.0,2.6,1407,flipkart,free delivery,Philips,Premium,18.849806395466768,17699.0,0
power bank fast charging,LG power bank fast charging Model 346,17711.0,3.6,608,croma,2 days,LG,Premium,23.08254576375563,17711.0,0
microwave oven convection,Samsung microwave oven convection Model 836,17755.0,3.3,903,reliance digital,free delivery,Samsung,Premium,22.46253688929418,17755.0,0
power bank fast charging,Samsung power bank fast charging Model 946,17773.0,3.6,587,amazon,free delivery,Samsung,Premium,22.956217012435058,17773.0,0
power bank fast charging,Nike power bank fast charging Model 593,17773.0,3.9,1615,amazon,free delivery,Nike,Premium,28.812066032416055,17773.0,0
power bank fast charging,LG power bank fast charging Model 591,17773.0,3.4,2625,amazon,free delivery,LG,Premium,26.76893798653332,17773.0,0
power bank fast charging,Dell power bank fast charging Model 451,17801.0,3.4,3942,croma,2 days,Dell,Premium,28.150970255183932,17801.0,0
power bank fast charging,Nike power bank fast charging Model 184,17801.0,2.8,1599,croma,2 days,Nike,Premium,20.65772494303804,17801.0,0
power bank fast charging,Nike power bank fast charging Model 172,17801.0,3.0,263,croma,2 days,Nike,Premium,16.72784730943895,17801.0,0
power bank fast charging,Sony power bank fast charging Model 242,17801.0,3.4,2910,croma,2 days,Sony,Premium,27.119256608735117,17801.0,0
office chair ergonomic,Nike office chair ergonomic Model 321,17858.0,3.7,666,flipkart,5 days,Nike,Premium,24.06032316988781,17858.0,0
microwave oven convection,Dell microwave oven convection Model 915,17906.0,4.2,1947,amazon,2 days,Dell,Premium,31.813145633650418,17906.0,0
microwave oven convection,Sony microwave oven convection Model 574,17906.0,2.8,2634,amazon,2 days,Sony,Premium,22.054587690731296,17906.0,0
air fryer India,Nike air fryer India Model 534,17928.0,3.4,3731,reliance digital,2 days,Nike,Premium,27.963978510688598,17928.0,0
microwave oven convection,HP microwave oven convection Model 409,17931.0,2.9,4166,amazon,2 days,HP,Premium,24.171359731125115,17931.0,0
air fryer India,Dell air fryer India Model 580,17961.0,3.1,4995,flipkart,2 days,Dell,Premium,26.400817900860954,17961.0,0
office chair ergonomic,Dell office chair ergonomic Model 173,18061.0,4.3,4758,flipkart,free delivery,Dell,Premium,36.41150921682077,18061.0,0
men running shoes,Boat men running shoes Model 740,18123.0,4.5,1799,reliance digital,5 days,Boat,Premium,33.72993874747915,18123.0,0
office chair ergonomic,HP office chair ergonomic Model 442,18356.0,3.3,1514,croma,5 days,HP,Premium,24.166463369213446,18356.0,0
microwave oven convection,Puma microwave oven convection Model 943,18372.0,4.2,367,croma,5 days,Puma,Premium,24.813948340309512,18372.0,0
office chair ergonomic,Nike office chair ergonomic Model 698,18380.0,3.1,1698,reliance digital,free delivery,Nike,Premium,23.05716487718299,18380.0,0
office chair ergonomic,Nike office chair ergonomic Model 207,18384.0,3.9,3798,flipkart,2 days,Nike,Premium,32.145723297431736,18384.0,0
air fryer India,Dell air fryer India Model 243,18440.0,2.6,3171,amazon,free delivery,Dell,Premium,20.961505715162325,18440.0,0
men running shoes,Dell men running shoes Model 938,18469.0,3.8,3920,amazon,5 days,Dell,Premium,31.441587608710854,18469.0,0
microwave oven convection,Puma microwave oven convection Model 541,18499.0,3.4,2522,reliance digital,2 days,Puma,Premium,26.632893425379596,18499.0,0
men running shoes,Samsung men running shoes Model 250,18528.0,4.4,4222,amazon,2 days,Samsung,Premium,36.732524641709354,18528.0,0
power bank fast charging,HP power bank fast charging Model 954,18558.0,3.1,2253,flipkart,5 days,HP,Premium,23.93343125325914,18558.0,0
air fryer India,LG air fryer India Model 268,18575.0,2.8,1910,croma,5 days,LG,Premium,21.155069443872765,18575.0,0
air fryer India,Samsung air fryer India Model 440,18612.0,2.6,3055,croma,5 days,Samsung,Premium,20.86464159074467,18612.0,0
air fryer India,Dell air fryer India Model 603,18674.0,3.9,4850,amazon,free delivery,Dell,Premium,33.09906657815634,18674.0,0
power bank fast charging,Philips power bank fast charging Model 586,18710.0,2.9,1312,flipkart,5 days,Philips,Premium,20.822202635478106,18710.0,0
power bank fast charging,Boat power bank fast charging Model 457,18723.0,3.9,3760,amazon,2 days,Boat,Premium,32.10651661803431,18723.0,0
men running shoes,Philips men running shoes Model 538,18724.0,3.7,4023,flipkart,5 days,Philips,Premium,30.710117333584428,18724.0,0
air fryer India,Dell air fryer India Model 524,18745.0,4.4,1310,flipkart,free delivery,Dell,Premium,31.585600128560284,18745.0,0
men running shoes,Boat men running shoes Model 762,18772.0,3.4,347,reliance digital,free delivery,Boat,Premium,19.897488431233214,18772.0,0
air fryer India,Nike air fryer India Model 478,18795.0,4.7,4940,reliance digital,free delivery,Nike,Premium,39.97501818857503,18795.0,0
power bank fast charging,Sony power bank fast charging Model 702,18859.5,4.7,4883,croma,5 days,Sony,Premium,39.920483225583794,18859.5,0
power bank fast charging,HP power bank fast charging Model 389,18859.5,3.8,1152,croma,5 days,HP,Premium,26.790465577022424,18859.5,0
air fryer India,Sony air fryer India Model 395,18860.0,2.6,2188,flipkart,2 days,Sony,Premium,19.997120253559444,18860.0,0
power bank fast charging,HP power bank fast charging Model 389,18862.0,4.7,4825,flipkart,5 days,HP,Premium,39.864334257069395,18862.0,0
microwave oven convection,Nike microwave oven convection Model 392,18929.0,3.7,4407,amazon,free delivery,Nike,Premium,31.04735249808118,18929.0,0
power bank fast charging,Nike power bank fast charging Model 543,19052.0,4.2,3428,flipkart,5 days,Nike,Premium,34.188100600344264,19052.0,0
air fryer India,Dell air fryer India Model 476,19141.0,4.1,4829,amazon,free delivery,Dell,Premium,34.778667161251136,19141.0,0
power bank fast charging,LG power bank fast charging Model 658,19178.0,4.9,4495,reliance digital,2 days,LG,Premium,41.21362261871028,19178.0,0
office chair ergonomic,HP office chair ergonomic Model 117,19227.0,4.4,3149,reliance digital,2 days,HP,Premium,35.442694020006584,19227.0,0
office chair ergonomic,Puma office chair ergonomic Model 591,19233.0,4.6,3911,reliance digital,5 days,Puma,Premium,38.050298543311655,19233.0,0
air fryer India,Puma air fryer India Model 114,19237.0,4.2,2847,croma,free delivery,Puma,Premium,33.40836354463384,19237.0,0
air fryer India,Puma air fryer India Model 420,19293.0,3.5,721,amazon,2 days,Puma,Premium,23.03708798612489,19293.0,0
men running shoes,Nike men running shoes Model 523,19303.0,4.7,3172,amazon,2 days,Nike,Premium,37.893434120441015,19303.0,0
office chair ergonomic,Sony office chair ergonomic Model 231,19356.0,3.3,3401,reliance digital,free delivery,Sony,Premium,26.83599195075416,19356.0,0
microwave oven convection,Puma microwave oven convection Model 409,19446.0,3.8,2308,croma,2 days,Puma,Premium,29.42936527554708,19446.0,0
office chair ergonomic,Dell office chair ergonomic Model 304,19464.0,4.4,1826,amazon,5 days,Dell,Premium,33.04589444806323,19464.0,0
power bank fast charging,Nike power bank fast charging Model 262,19476.0,4.0,4865,amazon,free delivery,Nike,Premium,33.96011009337387,19476.0,0
office chair ergonomic,Puma office chair ergonomic Model 268,19653.0,4.4,2571,amazon,5 days,Puma,Premium,34.55073197557304,19653.0,0
office chair ergonomic,Sony office chair ergonomic Model 327,19653.0,4.2,1332,amazon,5 days,Sony,Premium,30.21978674475058,19653.0,0
microwave oven convection,HP microwave oven convection Model 797,19714.0,4.1,3378,amazon,free delivery,HP,Premium,33.31387385552859,19714.0,0
microwave oven convection,Samsung microwave oven convection Model 355,19714.0,2.5,658,amazon,free delivery,Samsung,Premium,16.226808836256268,19714.0,0
microwave oven convection,Puma microwave oven convection Model 774,19714.0,3.2,3544,amazon,free delivery,Puma,Premium,26.15453900469193,19714.0,0
microwave oven convection,LG microwave oven convection Model 640,19714.0,3.4,2664,amazon,free delivery,LG,Premium,26.81906174443981,19714.0,0
microwave oven convection,Boat microwave oven convection Model 652,19714.0,4.0,1801,amazon,free delivery,Boat,Premium,29.986609752673132,19714.0,0
microwave oven convection,HP microwave oven convection Model 285,19791.0,3.2,2826,flipkart,2 days,HP,Premium,25.43030834461949,19791.0,0
microwave oven convection,Boat microwave oven convection Model 219,19893.0,3.5,3165,amazon,5 days,Boat,Premium,28.21078484154335,19893.0,0
microwave oven convection,HP microwave oven convection Model 299,19916.0,4.6,281,reliance digital,5 days,HP,Premium,25.95277252631532,19916.0,0
men running shoes,Puma men running shoes Model 511,19924.0,4.5,902,flipkart,2 days,Puma,Premium,30.625751490376434,19924.0,0
men running shoes,Nike men running shoes Model 884,19924.0,4.0,1629,flipkart,2 days,Nike,Premium,29.585341175203233,19924.0,0
air fryer India,Philips air fryer India Model 259,19982.0,2.8,1761,croma,5 days,Philips,Premium,20.927773458189147,19982.0,0
air fryer India,HP air fryer India Model 412,19982.0,4.5,1293,croma,5 days,HP,Premium,32.2447206377738,19982.0,0
air fryer India,Nike air fryer India Model 543,19982.0,3.8,4051,croma,5 days,Nike,Premium,31.566470288400577,19982.0,0
air fryer India,Samsung air fryer India Model 923,20041.0,4.6,1686,reliance digital,free delivery,Samsung,Premium,34.181252579711455,20041.0,0
power bank fast charging,Boat power bank fast charging Model 929,20043.0,2.7,1299,flipkart,2 days,Boat,Premium,19.359322767313998,20043.0,0
power bank fast charging,Nike power bank fast charging Model 332,20043.0,3.7,2355,flipkart,2 days,Nike,Premium,28.729466015654467,20043.0,0
microwave oven convection,Boat microwave oven convection Model 128,20084.0,3.6,2575,amazon,free delivery,Boat,Premium,28.274375114007277,20084.0,0
office chair ergonomic,HP office chair ergonomic Model 168,20097.0,3.5,2880,croma,2 days,HP,Premium,27.88062457279585,20097.0,0
office chair ergonomic,Samsung office chair ergonomic Model 229,20104.0,2.7,439,amazon,2 days,Samsung,Premium,16.43429176266323,20104.0,0
power bank fast charging,Philips power bank fast charging Model 262,20128.0,4.6,1331,reliance digital,2 days,Philips,Premium,33.094409515061535,20128.0,0
microwave oven convection,Samsung microwave oven convection Model 714,20323.0,3.8,4602,flipkart,free delivery,Samsung,Premium,32.05096146650551,20323.0,0
microwave oven convection,LG microwave oven convection Model 704,20323.0,2.6,4942,flipkart,free delivery,LG,Premium,22.114892054598094,20323.0,0
office chair ergonomic,Nike office chair ergonomic Model 650,20379.0,4.0,1776,croma,5 days,Nike,Premium,29.930727312618604,20379.0,0
men running shoes,Boat men running shoes Model 859,20381.0,3.6,684,amazon,2 days,Boat,Premium,23.505907817744013,20381.0,0
men running shoes,Samsung men running shoes Model 630,20381.0,2.7,1756,amazon,2 days,Samsung,Premium,20.172680338105163,20381.0,0
men running shoes,Samsung men running shoes Model 561,20381.0,3.5,4897,amazon,2 days,Samsung,Premium,29.738037831292395,20381.0,0
men running shoes,Dell men running shoes Model 705,20430.0,4.6,4958,croma,2 days,Dell,Premium,39.14121317785001,20430.0,0
men running shoes,HP men running shoes Model 481,20430.0,3.4,2479,croma,2 days,HP,Premium,26.57444705314069,20430.0,0
men running shoes,Philips men running shoes Model 825,20430.0,3.9,2097,croma,2 days,Philips,Premium,29.830085176929344,20430.0,0
office chair ergonomic,Puma office chair ergonomic Model 677,20577.0,3.6,3338,croma,5 days,Puma,Premium,29.208335903797156,20577.0,0
air fryer India,LG air fryer India Model 402,20591.0,4.8,3083,flipkart,5 days,LG,Premium,38.56311712647946,20591.0,0
men running shoes,Samsung men running shoes Model 170,20645.0,3.7,679,reliance digital,free delivery,Samsung,Premium,24.131743353229563,20645.0,0
air fryer India,HP air fryer India Model 837,20648.0,3.4,866,reliance digital,5 days,HP,Premium,23.00113252105384,20648.0,0
office chair ergonomic,Samsung office chair ergonomic Model 192,20680.0,2.8,934,amazon,2 days,Samsung,Premium,19.153530282008322,20680.0,0
power bank fast charging,HP power bank fast charging Model 526,20759.0,4.2,1884,amazon,5 days,HP,Premium,31.675069019504868,20759.0,0
office chair ergonomic,HP office chair ergonomic Model 581,20763.0,3.4,4476,croma,free delivery,HP,Premium,28.58280875801928,20763.0,0
men running shoes,LG men running shoes Model 272,20795.0,4.1,1456,flipkart,2 days,LG,Premium,29.864952705400338,20795.0,0
power bank fast charging,Puma power bank fast charging Model 422,20958.0,3.3,427,amazon,5 days,Puma,Premium,19.995106545419926,20958.0,0
men running shoes,Boat men running shoes Model 803,20987.0,4.5,3826,flipkart,2 days,Boat,Premium,37.12426418441566,20987.0,0
men running shoes,Samsung men running shoes Model 152,20987.0,4.5,4319,flipkart,2 days,Samsung,Premium,37.6695480655717,20987.0,0
men running shoes,Boat men running shoes Model 369,20987.0,3.6,1998,flipkart,2 days,Boat,Premium,27.36144840420144,20987.0,0
air fryer India,LG air fryer India Model 541,21052.0,2.8,3250,amazon,2 days,LG,Premium,22.642810176850936,21052.0,0
power bank fast charging,Nike power bank fast charging Model 647,21053.0,3.9,3385,amazon,2 days,Nike,Premium,31.69687779450301,21053.0,0
office chair ergonomic,Boat office chair ergonomic Model 626,21070.0,3.5,2232,amazon,5 days,Boat,Premium,26.988854381440554,21070.0,0
air fryer India,Philips air fryer India Model 729,21132.0,2.7,4262,croma,free delivery,Philips,Premium,22.56586672526607,21132.0,0
office chair ergonomic,Samsung office chair ergonomic Model 182,21133.0,2.9,2149,reliance digital,5 days,Samsung,Premium,22.252347051252954,21133.0,0
men running shoes,HP men running shoes Model 771,21140.0,3.7,2215,amazon,5 days,HP,Premium,28.50279847710855,21140.0,0
air fryer India,Boat air fryer India Model 553,21190.0,4.5,1543,amazon,2 days,Boat,Premium,33.03959278763125,21190.0,0
air fryer India,LG air fryer India Model 351,21190.0,4.1,3041,amazon,2 days,LG,Premium,32.88310893855887,21190.0,0
air fryer India,Philips air fryer India Model 430,21190.0,4.0,2842,amazon,2 days,Philips,Premium,31.810460446604,21190.0,0
air fryer India,Philips air fryer India Model 213,21190.0,4.4,2655,amazon,2 days,Philips,Premium,34.69213664662383,21190.0,0
air fryer India,Sony air fryer India Model 915,21233.0,4.6,57,croma,2 days,Sony,Premium,18.678037848513526,21233.0,0
air fryer India,Philips air fryer India Model 596,21238.0,4.8,2607,flipkart,free delivery,Philips,Premium,37.75842683062341,21238.0,0
office chair ergonomic,Nike office chair ergonomic Model 944,21252.0,3.0,3789,reliance digital,2 days,Nike,Premium,24.720363894229415,21252.0,0
men running shoes,Sony men running shoes Model 823,21290.5,3.4,3112,flipkart,free delivery,Sony,Premium,27.347363379501466,21290.5,0
men running shoes,Philips men running shoes Model 827,21290.5,2.7,2023,flipkart,free delivery,Philips,Premium,20.554643782099863,21290.5,0
air fryer India,Dell air fryer India Model 326,21328.0,4.5,2894,amazon,2 days,Dell,Premium,35.86833175503193,21328.0,0
air fryer India,Nike air fryer India Model 186,21352.0,3.3,2849,croma,5 days,Nike,Premium,26.251745101766893,21352.0,0
microwave oven convection,HP microwave oven convection Model 705,21357.0,4.3,1751,amazon,2 days,HP,Premium,32.11460706743425,21357.0,0
power bank fast charging,HP power bank fast charging Model 829,21387.0,3.4,3884,reliance digital,5 days,HP,Premium,28.10058609352594,21387.0,0
power bank fast charging,Nike power bank fast charging Model 843,21420.0,4.5,465,flipkart,free delivery,Nike,Premium,27.648835353565406,21420.0,0
air fryer India,LG air fryer India Model 739,21483.0,4.4,1545,flipkart,free delivery,LG,Premium,32.31107540824841,21483.0,0
air fryer India,Samsung air fryer India Model 271,21550.0,3.0,2163,reliance digital,5 days,Samsung,Premium,23.039140919899115,21550.0,0
air fryer India,HP air fryer India Model 965,21550.0,3.4,3219,reliance digital,5 days,HP,Premium,27.46226457103074,21550.0,0
air fryer India,Sony air fryer India Model 459,21550.0,3.4,3674,reliance digital,5 days,Sony,Premium,27.911648599599584,21550.0,0
air fryer India,LG air fryer India Model 328,21550.0,3.9,2799,reliance digital,5 days,LG,Premium,30.95576131503685,21550.0,0
air fryer India,Nike air fryer India Model 396,21550.0,2.6,2792,reliance digital,5 days,Nike,Premium,20.630666071457462,21550.0,0
power bank fast charging,Sony power bank fast charging Model 905,21605.0,3.2,4282,flipkart,5 days,Sony,Premium,26.759708728369187,21605.0,0
power bank fast charging,Puma power bank fast charging Model 391,21690.0,3.2,3331,flipkart,2 days,Puma,Premium,25.956249610517546,21690.0,0
men running shoes,Boat men running shoes Model 359,21749.0,3.6,4967,croma,2 days,Boat,Premium,30.638781445007936,21749.0,0
men running shoes,LG men running shoes Model 786,21749.0,3.1,3910,croma,2 days,LG,Premium,25.641799961742098,21749.0,0
men running shoes,Sony men running shoes Model 605,21749.0,2.9,418,croma,2 days,Sony,Premium,17.509825667774198,21749.0,0
men running shoes,Dell men running shoes Model 708,21749.0,4.4,3471,croma,2 days,Dell,Premium,35.870938733433064,21749.0,0
microwave oven convection,Boat microwave oven convection Model 588,21830.0,4.0,126,croma,free delivery,Boat,Premium,19.376748345834365,21830.0,0
air fryer India,Philips air fryer India Model 717,21851.0,4.4,1283,reliance digital,2 days,Philips,Premium,31.49403613069959,21851.0,0
microwave oven convection,Boat microwave oven convection Model 156,22013.0,4.8,2137,croma,2 days,Boat,Premium,36.80460523960795,22013.0,0
men running shoes,HP men running shoes Model 608,22065.0,4.9,2727,amazon,free delivery,HP,Premium,38.76548769292043,22065.0,0
air fryer India,Samsung air fryer India Model 217,22083.0,4.2,4838,flipkart,5 days,Samsung,Premium,35.634746140531945,22083.0,0
air fryer India,Sony air fryer India Model 725,22083.0,2.5,3667,flipkart,5 days,Sony,Premium,20.518504583440887,22083.0,0
air fryer India,Philips air fryer India Model 269,22083.0,3.6,1770,flipkart,5 days,Philips,Premium,26.925478696018203,22083.0,0
air fryer India,Philips air fryer India Model 269,22083.0,3.6,3111,flipkart,5 days,Philips,Premium,28.95487518707382,22083.0,0
men running shoes,Puma men running shoes Model 151,22136.0,2.9,741,croma,free delivery,Puma,Premium,19.167112805185404,22136.0,0
men running shoes,HP men running shoes Model 980,22136.0,4.4,2269,croma,free delivery,HP,Premium,34.00115448609198,22136.0,0
men running shoes,Boat men running shoes Model 178,22136.0,4.9,2712,croma,free delivery,Boat,Premium,38.738470532028764,22136.0,0
men running shoes,Nike men running shoes Model 454,22178.5,3.6,2249,reliance digital,free delivery,Nike,Premium,27.78726778271448,22178.5,0
men running shoes,Philips men running shoes Model 473,22178.5,4.2,3085,reliance digital,free delivery,Philips,Premium,33.74545033827705,22178.5,0
men running shoes,Puma men running shoes Model 718,22178.5,2.7,3002,reliance digital,free delivery,Puma,Premium,21.61989108355499,22178.5,0
air fryer India,HP air fryer India Model 426,22209.0,4.0,1544,reliance digital,free delivery,HP,Premium,29.371116757327382,22209.0,0
men running shoes,Nike men running shoes Model 602,22310.0,3.8,255,croma,5 days,Nike,Premium,21.071674289022337,22310.0,0
air fryer India,Dell air fryer India Model 363,22353.0,4.0,641,flipkart,2 days,Dell,Premium,25.858353214759845,22353.0,0
air fryer India,Puma air fryer India Model 186,22353.0,3.8,1856,flipkart,2 days,Puma,Premium,28.601526733140282,22353.0,0
air fryer India,HP air fryer India Model 627,22353.0,4.0,4304,flipkart,2 days,HP,Premium,33.470129667447324,22353.0,0
air fryer India,HP air fryer India Model 624,22353.0,4.3,1573,flipkart,2 days,HP,Premium,31.653914344602597,22353.0,0
men running shoes,Nike men running shoes Model 539,22398.0,2.7,685,flipkart,2 days,Nike,Premium,17.63336959485989,22398.0,0
microwave oven convection,Dell microwave oven convection Model 732,22414.0,4.5,4065,flipkart,2 days,Dell,Premium,37.396867473847315,22414.0,0
men running shoes,Boat men running shoes Model 401,22525.0,4.4,3883,reliance digital,free delivery,Boat,Premium,36.36433164940935,22525.0,0
men running shoes,Samsung men running shoes Model 931,22549.0,2.9,2761,flipkart,5 days,Samsung,Premium,22.97875996851079,22549.0,0
power bank fast charging,HP power bank fast charging Model 322,22563.0,4.2,658,croma,free delivery,HP,Premium,27.26103884491053,22563.0,0
air fryer India,Dell air fryer India Model 609,22607.0,3.8,862,reliance digital,2 days,Dell,Premium,25.689575826117025,22607.0,0
air fryer India,Puma air fryer India Model 890,22607.0,3.3,2977,reliance digital,2 days,Puma,Premium,26.39672380370505,22607.0,0
air fryer India,Puma air fryer India Model 328,22632.0,4.8,2008,amazon,free delivery,Puma,Premium,36.505883351111684,22632.0,0
air fryer India,LG air fryer India Model 163,22657.0,3.8,3631,croma,5 days,LG,Premium,31.150647210940495,22657.0,0
power bank fast charging,Philips power bank fast charging Model 956,22658.0,4.3,4250,amazon,2 days,Philips,Premium,35.9261109719428,22658.0,0
men running shoes,Nike men running shoes Model 761,22667.0,4.7,1929,flipkart,free delivery,Nike,Premium,35.55679382492498,22667.0,0
men running shoes,Puma men running shoes Model 233,22667.0,4.2,4990,flipkart,free delivery,Puma,Premium,35.76464459177236,22667.0,0
microwave oven convection,LG microwave oven convection Model 410,22679.0,3.9,2444,reliance digital,free delivery,LG,Premium,30.427021567444992,22679.0,0
office chair ergonomic,Nike office chair ergonomic Model 830,22701.0,4.6,868,amazon,free delivery,Nike,Premium,31.129778376220802,22701.0,0
microwave oven convection,Nike microwave oven convection Model 519,22744.0,4.7,3824,flipkart,2 days,Nike,Premium,38.771774607424994,22744.0,0
microwave oven convection,Nike microwave oven convection Model 591,23074.0,4.1,4557,flipkart,2 days,Nike,Premium,34.54102076020308,23074.0,0
power bank fast charging,HP power bank fast charging Model 514,23139.0,3.5,3129,amazon,2 days,HP,Premium,28.170758992369695,23139.0,0
men running shoes,Puma men running shoes Model 761,23220.0,4.5,3713,flipkart,5 days,Puma,Premium,36.989391338606936,23220.0,0
microwave oven convection,Philips microwave oven convection Model 280,23316.0,2.5,1090,flipkart,2 days,Philips,Premium,17.487124964582677,23316.0,0
power bank fast charging,HP power bank fast charging Model 469,23432.0,3.3,2265,croma,2 days,HP,Premium,25.49504575724024,23432.0,0
microwave oven convection,LG microwave oven convection Model 304,23499.0,2.6,4843,amazon,2 days,LG,Premium,22.062289872149755,23499.0,0
microwave oven convection,Sony microwave oven convection Model 912,23503.0,4.0,1238,reliance digital,2 days,Sony,Premium,28.48823952651657,23503.0,0
microwave oven convection,LG microwave oven convection Model 469,23503.0,3.7,712,reliance digital,2 days,LG,Premium,24.307081255532896,23503.0,0
microwave oven convection,Samsung microwave oven convection Model 185,23503.0,3.2,4994,reliance digital,2 days,Samsung,Premium,27.251816611464495,23503.0,0
power bank fast charging,LG power bank fast charging Model 928,23555.0,4.9,506,flipkart,free delivery,LG,Premium,30.5197039175968,23555.0,0
air fryer India,HP air fryer India Model 320,23619.5,3.4,381,reliance digital,free delivery,HP,Premium,20.214430069262356,23619.5,0
air fryer India,Dell air fryer India Model 866,23619.5,4.9,1352,reliance digital,free delivery,Dell,Premium,35.32939017803686,23619.5,0
air fryer India,Boat air fryer India Model 706,23619.5,2.8,750,reliance digital,free delivery,Boat,Premium,18.539935824939576,23619.5,0
men running shoes,Puma men running shoes Model 666,23630.0,3.4,982,flipkart,5 days,Puma,Premium,23.428071008500364,23630.0,0
men running shoes,Dell men running shoes Model 244,23673.0,4.5,3927,croma,2 days,Dell,Premium,37.2414855126346,23673.0,0
office chair ergonomic,HP office chair ergonomic Model 603,23777.0,3.7,3241,croma,2 days,HP,Premium,29.910599098493797,23777.0,0
